chrTSS	startTSS	endTSS	GeneSymbol
chr14	100772884	100772884	SLC25A29
chr14	100841927	100841927	WARS
chr14	100842832	100842832	WDR25
chr14	101036131	101036131	BEGAIN
chr14	101193201	101193201	DLK1
chr14	101292444	101292444	MEG3
chr14	102196773	102196773	LINC00239
chr14	102276139	102276139	PPP2R5C
chr14	102430864	102430864	DYNC1H1
chr14	102553512	102553512	HSP90AA1
chr14	102606188	102606188	WDR20
chr14	102706958	102706958	MOK
chr14	102786087	102786087	ZNF839
chr14	102829253	102829253	CINP
chr14	102976143	102976143	ANKRD9
chr14	103058995	103058995	RCOR1
chr14	103243815	103243815	TRAF3
chr14	103523742	103523742	CDC42BPB
chr14	103566480	103566480	EXOC3L4
chr14	103592663	103592663	TNFAIP2
chr14	103783620	103783620	LOC105378183
chr14	103800338	103800338	EIF5
chr14	103851700	103851700	MARK3
chr14	103989196	103989196	CKB
chr14	103995508	103995508	TRMT61A
chr14	104028655	104028655	BAG5
chr14	104029293	104029293	APOPT1
chr14	104095524	104095524	KLC1
chr14	104181823	104181823	XRCC3
chr14	104182080	104182080	ZFYVE21
chr14	104387903	104387903	C14orf2
chr14	105155942	105155942	INF2
chr14	105196180	105196180	ADSSL1
chr14	105219469	105219469	SIVA1
chr14	105262080	105262080	AKT1
chr14	105267517	105267517	ZBTB42
chr14	105331649	105331649	CEP170B
chr14	105452615	105452615	C14orf79
chr14	105487425	105487425	CDCA4
chr14	105560483	105560483	LOC102723354
chr14	105635161	105635161	JAG2
chr14	105647660	105647660	NUDT14
chr14	105767329	105767329	BRF1
chr14	105780751	105780751	PACS2
chr14	105886076	105886076	LOC100507437
chr14	105886185	105886185	MTA1
chr14	105957585	105957585	C14orf80
chr14	106938444	106938444	LINC00221
chr12	258332	258332	LOC574538
chr12	366465	366465	LOC102723544
chr12	498621	498621	KDM5A
chr12	510740	510740	CCDC77
chr12	695652	695652	LOC105369595
chr12	772907	772907	NINJ2
chr12	862088	862088	WNK1
chr12	1058888	1058888	RAD52
chr12	1100373	1100373	ERC1
chr12	1703331	1703331	FBXL14
chr12	1726221	1726221	WNT5B
chr12	1800246	1800246	ADIPOR2
chr12	2027870	2027870	CACNA2D4
chr12	2113701	2113701	DCP1B
chr12	2904107	2904107	FKBP4
chr12	2921786	2921786	ITFG2
chr12	2945981	2945981	LOC100507424
chr12	2986321	2986321	FOXM1
chr12	2986364	2986364	RHNO1
chr12	3000032	3000032	TULP3
chr12	3068477	3068477	TEAD4
chr12	3862366	3862366	CRACR2A
chr12	3982614	3982614	PARP11
chr12	4382901	4382901	CCND2
chr12	4385350	4385350	CCND2-AS1
chr12	4430358	4430358	TIGAR
chr12	4647674	4647674	C12orf4
chr12	4647949	4647949	RAD51AP1
chr12	4699237	4699237	DYRK4
chr12	4758263	4758263	NDUFA9
chr12	6451283	6451283	TNFRSF1A
chr12	6493198	6493198	LTBR
chr12	6561176	6561176	TAPBPL
chr12	6580065	6580065	VAMP1
chr12	6602471	6602471	MRPL51
chr12	6603297	6603297	NCAPD2
chr12	6619387	6619387	SCARNA10
chr12	6643570	6643570	GAPDH
chr12	6677498	6677498	NOP2
chr12	6716599	6716599	CHD4
chr12	6745297	6745297	LPAR5
chr12	6756580	6756580	ACRBP
chr12	6772308	6772308	ING4
chr12	6798738	6798738	ZNF384
chr12	6833149	6833149	COPS7A
chr12	6862082	6862082	MLF2
chr12	6875482	6875482	PTMS
chr12	6930962	6930962	GPR162
chr12	6937537	6937537	P3H3
chr12	6950017	6950017	GNB3
chr12	6961094	6961094	CDCA3
chr12	6961290	6961290	USP5
chr12	6976692	6976692	TPI1
chr12	6982521	6982521	SPSB2
chr12	6993144	6993144	RPL13P5
chr12	6993845	6993845	DSTNP2
chr12	7013896	7013896	LRRC23
chr12	7023613	7023613	ENO2
chr12	7037479	7037479	ATN1
chr12	7052979	7052979	C12orf57
chr12	7060433	7060433	PTPN6
chr12	7079916	7079916	PHB2
chr12	7079943	7079943	EMG1
chr12	7125842	7125842	LPCAT3
chr12	7260903	7260903	C1RL-AS1
chr12	7261874	7261874	C1RL
chr12	7281487	7281487	RBP5
chr12	7282966	7282966	CLSTN3
chr12	7342281	7342281	PEX5
chr12	7596781	7596781	CD163L1
chr12	8088892	8088892	SLC2A3
chr12	8185358	8185358	FOXJ2
chr12	8219067	8219067	C3AR1
chr12	8234806	8234806	NECAP1
chr12	8852380	8852380	RIMKLB
chr12	9067315	9067315	PHC1
chr12	9102357	9102357	M6PR
chr12	9102639	9102639	KLRG1
chr12	9436252	9436252	LOC642846
chr12	9520059	9520059	LOC101930452
chr12	9600768	9600768	DDX12P
chr12	9800642	9800642	LOC374443
chr12	9822303	9822303	CLEC2D
chr12	9913497	9913497	CD69
chr12	9980076	9980076	KLRF1
chr12	10022458	10022458	CLEC2B
chr12	10365488	10365488	GABARAPL1
chr12	10516367	10516367	LOC101928100
chr12	10766208	10766208	MAGOHB
chr12	10875953	10875953	YBX3
chr12	10902832	10902832	LOC101928162
chr12	11002075	11002075	PRR4
chr12	11091806	11091806	TAS2R14
chr12	11323779	11323779	SMIM10L1
chr12	11324222	11324222	PRH1-TAS2R14
chr12	11324224	11324224	PRH1-PRR4
chr12	11802787	11802787	ETV6
chr12	12419811	12419811	LRP6
chr12	12503169	12503169	MANSC1
chr12	12510012	12510012	BORCS5
chr12	12715448	12715448	DUSP16
chr12	12764766	12764766	CREBL2
chr12	12870203	12870203	CDKN1B
chr12	12966279	12966279	DDX47
chr12	13132770	13132770	LOC100506314
chr12	13153243	13153243	HEBP1
chr12	13197314	13197314	FAM234B
chr12	14518565	14518565	ATF7IP
chr12	14720665	14720665	PLBD1-AS1
chr12	14720791	14720791	PLBD1
chr12	14956401	14956401	WBP11
chr12	14956505	14956505	C12orf60
chr12	15114704	15114704	ARHGDIB
chr12	15374411	15374411	RERG
chr12	16035287	16035287	STRAP
chr12	16064105	16064105	DERA
chr12	16500576	16500576	MGST1
chr12	19282625	19282625	PLEKHA5
chr12	19592607	19592607	AEBP2
chr12	21487832	21487832	SLCO1A2
chr12	21590537	21590537	PYROXD1
chr12	21654603	21654603	RECQL
chr12	21654698	21654698	GOLT1B
chr12	21810789	21810789	LDHB
chr12	22199107	22199107	CMAS
chr12	22697480	22697480	C2CD5
chr12	22777980	22777980	LOC105369691
chr12	22778075	22778075	ETNK1
chr12	24102637	24102637	SOX5
chr12	25102393	25102393	BCAT1
chr12	25205180	25205180	LRMP
chr12	25348149	25348149	ETFRF1
chr12	25403865	25403865	KRAS
chr12	27091254	27091254	INTS13
chr12	27091304	27091304	FGFR1OP2
chr12	27167339	27167339	TM7SF3
chr12	27175454	27175454	MED21
chr12	27397077	27397077	STK38L
chr12	27677044	27677044	PPFIBP1
chr12	27863705	27863705	MRPS35
chr12	27933186	27933186	KLHL42
chr12	28124916	28124916	PTHLH
chr12	28343359	28343359	CCDC91
chr12	29376555	29376555	FAR2
chr12	29470781	29470781	LOC100506606
chr12	29534143	29534143	ERGIC2
chr12	30848929	30848929	IPO8
chr12	30907448	30907448	CAPRIN2
chr12	30908007	30908007	LOC645485
chr12	31226778	31226778	DDX11
chr12	31477249	31477249	FLJ13224
chr12	31479121	31479121	FAM60A
chr12	31743952	31743952	DENND5B
chr12	31812120	31812120	ETFBKMT
chr12	31882108	31882108	AMN1
chr12	32112352	32112352	KIAA1551
chr12	32260184	32260184	BICD1
chr12	32832133	32832133	DNM1L
chr12	32908887	32908887	YARS2
chr12	33049780	33049780	PKP2
chr12	33592754	33592754	SYT10
chr12	34175215	34175215	ALG10
chr12	38710556	38710556	ALG10B
chr12	39299420	39299420	CPNE8
chr12	39837192	39837192	KIF21A
chr12	40019968	40019968	C12orf40
chr12	40499661	40499661	SLC2A13
chr12	40787195	40787195	MUC19
chr12	42538673	42538673	GXYLT1
chr12	42632170	42632170	YAF2
chr12	42719932	42719932	ZCRB1
chr12	42719946	42719946	PPHLN1
chr12	43086017	43086017	LOC105369739
chr12	44152620	44152620	PUS7L
chr12	44152746	44152746	IRAK4
chr12	44200178	44200178	TWF1
chr12	45270247	45270247	NELL2
chr12	45609769	45609769	ANO6
chr12	45609789	45609789	PLEKHA8P1
chr12	46121704	46121704	LINC00938
chr12	46123491	46123491	ARID2
chr12	46384401	46384401	SCAF11
chr12	46663208	46663208	SLC38A1
chr12	46766645	46766645	SLC38A2
chr12	46777458	46777458	LOC100288798
chr12	47473385	47473385	PCED1B
chr12	47473734	47473734	AMIGO2
chr12	47701182	47701182	LOC105369747
chr12	48099844	48099844	RPAP3
chr12	48166966	48166966	SLC48A1
chr12	48213763	48213763	HDAC7
chr12	48298814	48298814	VDR
chr12	48357329	48357329	TMEM106C
chr12	48499775	48499775	SENP1
chr12	48516429	48516429	PFKM
chr12	48551378	48551378	ASB8
chr12	48744674	48744674	ZNF641
chr12	49076035	49076035	KANSL2
chr12	49110781	49110781	CCNT1
chr12	49245957	49245957	DDX23
chr12	49319330	49319330	FKBP11
chr12	49351252	49351252	ARF3
chr12	49365641	49365641	WNT10B
chr12	49393088	49393088	DDN
chr12	49412629	49412629	PRKAG1
chr12	49449107	49449107	KMT2D
chr12	49463808	49463808	RHEBL1
chr12	49488602	49488602	DHH
chr12	49504683	49504683	LMBR1L
chr12	49525304	49525304	TUBA1B
chr12	49583107	49583107	TUBA1A
chr12	49621708	49621708	TUBA1C
chr12	49716970	49716970	TROAP
chr12	49718359	49718359	LOC101927267
chr12	49760687	49760687	SPATS2
chr12	49782956	49782956	LOC100335030
chr12	49961928	49961928	MCRS1
chr12	50017402	50017402	PRPF40B
chr12	50101197	50101197	FMNL3
chr12	50135292	50135292	TMBIM6
chr12	50222208	50222208	NCKAP5L
chr12	50236912	50236912	BCDIN3D
chr12	50419340	50419340	RACGAP1
chr12	50478982	50478982	SMARCD1
chr12	50505763	50505763	COX14
chr12	50561316	50561316	CERS5
chr12	50677353	50677353	LIMA1
chr12	50794591	50794591	LARP4
chr12	50898767	50898767	DIP2B
chr12	51157788	51157788	ATF1
chr12	51318533	51318533	METTL7A
chr12	51420199	51420199	SLC11A2
chr12	51442081	51442081	LETMD1
chr12	51477454	51477454	CSRNP2
chr12	51566926	51566926	TFCP2
chr12	51632507	51632507	DAZAP2
chr12	51664202	51664202	SMAGP
chr12	51785200	51785200	GALNT6
chr12	52345450	52345450	ACVR1B
chr12	52445185	52445185	NR4A1
chr12	52463757	52463757	ATG101
chr12	53342842	53342842	KRT18
chr12	53343650	53343650	KRT8
chr12	53400041	53400041	EIF4B
chr12	53442732	53442732	TNS2
chr12	53448222	53448222	LOC283335
chr12	53473204	53473204	SPRYD3
chr12	53491435	53491435	IGFBP6
chr12	53574430	53574430	CSAD
chr12	53574534	53574534	ZNF740
chr12	53601091	53601091	ITGB7
chr12	53626040	53626040	RARG
chr12	53645875	53645875	MFSD5
chr12	53662082	53662082	ESPL1
chr12	53689234	53689234	PFDN5
chr12	53693469	53693469	C12orf10
chr12	53715412	53715412	AAAS
chr12	53773978	53773978	SP1
chr12	53817638	53817638	AMHR2
chr12	53835432	53835432	PRR13
chr12	53845885	53845885	PCBP2
chr12	53894704	53894704	TARBP2
chr12	54020199	54020199	ATF7
chr12	54070109	54070109	ATP5G2
chr12	54121307	54121307	CALCOCO1
chr12	54150818	54150818	CISTR
chr12	54393794	54393794	HOXC-AS1
chr12	54393902	54393902	HOXC9
chr12	54422193	54422193	HOXC6
chr12	54582778	54582778	SMUG1
chr12	54673915	54673915	CBX5
chr12	54674473	54674473	HNRNPA1
chr12	54674532	54674532	HNRNPA1P10
chr12	54694821	54694821	NFE2
chr12	54718873	54718873	COPZ1
chr12	54747474	54747474	LOC102724050
chr12	54778514	54778514	ZNF385A
chr12	54813050	54813050	ITGA5
chr12	54867386	54867386	GTSF1
chr12	54891494	54891494	NCKAP1L
chr12	55367516	55367516	TESPA1
chr12	56109817	56109817	BLOC1S1
chr12	56109817	56109817	BLOC1S1-RDH5
chr12	56122922	56122922	CD63
chr12	56137063	56137063	GDF11
chr12	56211540	56211540	SARNP
chr12	56211805	56211805	ORMDL2
chr12	56223391	56223391	TMEM198B
chr12	56223420	56223420	DNAJC14
chr12	56321697	56321697	PYM1
chr12	56325811	56325811	DGKA
chr12	56359846	56359846	PMEL
chr12	56360552	56360552	CDK2
chr12	56367794	56367794	RAB5B
chr12	56391042	56391042	SUOX
chr12	56414688	56414688	IKZF4
chr12	56418875	56418875	LOC105369781
chr12	56435685	56435685	RPS26
chr12	56473808	56473808	ERBB3
chr12	56498102	56498102	PA2G4
chr12	56510373	56510373	RPL41
chr12	56512003	56512003	ZC3H10
chr12	56521985	56521985	ESYT1
chr12	56546203	56546203	MYL6B
chr12	56552044	56552044	MYL6
chr12	56583358	56583358	SMARCC2
chr12	56615715	56615715	RNF41
chr12	56618124	56618124	NABP2
chr12	56652143	56652143	ANKRD52
chr12	56660641	56660641	COQ10A
chr12	56694175	56694175	CS
chr12	56710132	56710132	CNPY2
chr12	56727837	56727837	PAN2
chr12	56732662	56732662	IL23A
chr12	56754037	56754037	STAT2
chr12	56843249	56843249	TIMELESS
chr12	56862300	56862300	SPRYD4
chr12	57030163	57030163	BAZ2A
chr12	57039852	57039852	ATP5B
chr12	57082192	57082192	PTGES3
chr12	57119326	57119326	NACA
chr12	57146146	57146146	PRIM1
chr12	57400297	57400297	ZBTB39
chr12	57410344	57410344	TAC3
chr12	57472574	57472574	NEMP1
chr12	57482676	57482676	NAB2
chr12	57505196	57505196	STAT6
chr12	57623355	57623355	SHMT2
chr12	57644976	57644976	STAC3
chr12	57824788	57824788	R3HDM2
chr12	57849073	57849073	INHBE
chr12	57871981	57871981	ARHGAP9
chr12	57881735	57881735	MARS
chr12	57914300	57914300	DDIT3
chr12	57916658	57916658	MBD6
chr12	57941114	57941114	DCTN2
chr12	57943846	57943846	KIF5A
chr12	57984941	57984941	PIP4K2C
chr12	58005217	58005217	ARHGEF25
chr12	58013692	58013692	SLC26A10
chr12	58015686	58015686	LOC101927583
chr12	58027022	58027022	B4GALNT1
chr12	58087737	58087737	OS9
chr12	58138771	58138771	TSPAN31
chr12	58146230	58146230	CDK4
chr12	58148880	58148880	MARCH9
chr12	58160976	58160976	CYP27B1
chr12	58165914	58165914	METTL1
chr12	58166382	58166382	EEF1AKMT3
chr12	58176527	58176527	TSFM
chr12	58209852	58209852	AVIL
chr12	58240747	58240747	CTDSP2
chr12	58329947	58329947	LOC100506844
chr12	58335286	58335286	ATP23
chr12	62586620	62586620	FAM19A2
chr12	62654120	62654120	USP15
chr12	62860596	62860596	MON2
chr12	62997214	62997214	LINC01465
chr12	63328665	63328665	PPM1H
chr12	64173582	64173582	TMEM5
chr12	64616076	64616076	C12orf66
chr12	64784345	64784345	C12orf56
chr12	64798152	64798152	XPOT
chr12	64845839	64845839	TBK1
chr12	65004292	65004292	RASSF3
chr12	65153226	65153226	GNS
chr12	65563350	65563350	LEMD3
chr12	65951091	65951091	LOC105369187
chr12	66524530	66524530	LLPH-AS1
chr12	66524533	66524533	LLPH
chr12	66563852	66563852	TMBIM4
chr12	66696324	66696324	HELB
chr12	67663060	67663060	CAND1
chr12	68042511	68042511	DYRK2
chr12	68726161	68726161	MDM1
chr12	68845264	68845264	LOC100507195
chr12	69004618	69004618	RAP1B
chr12	69080639	69080639	LOC100507250
chr12	69080730	69080730	NUP107
chr12	69139935	69139935	SLC35E3
chr12	69199274	69199274	LOC100130075
chr12	69202796	69202796	MDM2
chr12	69633316	69633316	CPSF6
chr12	69742133	69742133	LYZ
chr12	69753489	69753489	YEATS4
chr12	69864128	69864128	FRS2
chr12	69979207	69979207	CCT2
chr12	70132348	70132348	LOC101928002
chr12	70132465	70132465	RAB3IP
chr12	70637140	70637140	LINC01481
chr12	70637493	70637493	CNOT2
chr12	71003804	71003804	PTPRB
chr12	71148388	71148388	PTPRR
chr12	72057676	72057676	THAP2
chr12	72057749	72057749	ZFC3H1
chr12	72079877	72079877	TMEM19
chr12	72148642	72148642	RAB21
chr12	72233486	72233486	TBC1D15
chr12	74686411	74686411	LOC100507377
chr12	74931550	74931550	ATXN7L3B
chr12	75905418	75905418	KRR1
chr12	76478813	76478813	NAP1L1
chr12	76742222	76742222	BBS10
chr12	76953589	76953589	OSBPL8
chr12	77157853	77157853	ZDHHC17
chr12	77272820	77272820	CSRP2
chr12	77459360	77459360	E2F7
chr12	80329235	80329235	PPP1R12A
chr12	82752199	82752199	CCDC59
chr12	88429267	88429267	C12orf29
chr12	88535993	88535993	CEP290
chr12	88536072	88536072	TMTC3
chr12	89918583	89918583	GALNT4
chr12	89920039	89920039	POC1B
chr12	89920039	89920039	POC1B-GALNT4
chr12	90049844	90049844	ATP2B1
chr12	90102731	90102731	ATP2B1-AS1
chr12	92536607	92536607	LINC01619
chr12	92539673	92539673	BTG1
chr12	92539860	92539860	LOC101928617
chr12	93323107	93323107	EEA1
chr12	93568141	93568141	LOC102724933
chr12	93771512	93771512	LOC643339
chr12	93771701	93771701	NUDT4P2
chr12	93771745	93771745	NUDT4P1
chr12	93772325	93772325	NUDT4
chr12	93836026	93836026	UBE2N
chr12	93861265	93861265	MRPL42
chr12	93965174	93965174	SOCS2-AS1
chr12	93965456	93965456	SOCS2
chr12	94071146	94071146	CRADD
chr12	94131599	94131599	LOC101928731
chr12	94853764	94853764	CEP83
chr12	94853778	94853778	CEP83-AS1
chr12	95397489	95397489	NDUFA12
chr12	95467404	95467404	NR2C1
chr12	95611240	95611240	FGD6
chr12	95611521	95611521	VEZT
chr12	95867821	95867821	METAP2
chr12	95942620	95942620	USP44
chr12	96252617	96252617	LOC105369921
chr12	96252708	96252708	SNRPF
chr12	96429439	96429439	LTA4H
chr12	96588159	96588159	ELK3
chr12	96794366	96794366	CDK17
chr12	96883348	96883348	CFAP54
chr12	97301000	97301000	NEDD1
chr12	98897633	98897633	LOC643770
chr12	98909350	98909350	TMPO
chr12	98910004	98910004	TMPO-AS1
chr12	98987402	98987402	SLC25A3
chr12	99038829	99038829	IKBIP
chr12	99039077	99039077	APAF1
chr12	100536642	100536642	UHRF1BP1L
chr12	100594554	100594554	ACTR6
chr12	100660857	100660857	DEPDC4
chr12	100660917	100660917	SCYL2
chr12	100967438	100967438	GAS2L3
chr12	101673904	101673904	UTP20
chr12	101801598	101801598	ARL1
chr12	102091416	102091416	CHPT1
chr12	102224645	102224645	GNPTAB
chr12	102271104	102271104	DRAM1
chr12	102455902	102455902	WASHC3
chr12	102513909	102513909	NUP37
chr12	102513948	102513948	PARPBP
chr12	102874423	102874423	IGF1
chr12	104234975	104234975	NT5DC3
chr12	104323989	104323989	TTC41P
chr12	104324111	104324111	HSP90B1
chr12	104350993	104350993	C12orf73
chr12	104359592	104359592	TDG
chr12	104458235	104458235	HCFC2
chr12	104532040	104532040	NFYB
chr12	104680459	104680459	TXNRD1
chr12	104850691	104850691	CHST11
chr12	105380097	105380097	C12orf45
chr12	105478341	105478341	ALDH1L2
chr12	105501420	105501420	LOC414300
chr12	105501491	105501491	WASHC4
chr12	105630008	105630008	APPL2
chr12	106696568	106696568	TCP11L2
chr12	106751435	106751435	POLR3B
chr12	107168333	107168333	RIC8B
chr12	107168609	107168609	LOC100287944
chr12	107349499	107349499	TMEM263
chr12	107380944	107380944	MTERF2
chr12	107487635	107487635	CRY1
chr12	108079508	108079508	PWP1
chr12	108130331	108130331	LOC101929162
chr12	108154914	108154914	PRDM4
chr12	108297548	108297548	LOC728739
chr12	108523247	108523247	WSCD2
chr12	108909050	108909050	FICD
chr12	108955165	108955165	SART3
chr12	108955238	108955238	ISCU
chr12	109125326	109125326	CORO1C
chr12	109251359	109251359	SSH1
chr12	109490374	109490374	USP30
chr12	109531293	109531293	ALKBH2
chr12	109535922	109535922	UNG
chr12	109797293	109797293	LINC01486
chr12	109915349	109915349	KCTD10
chr12	109915427	109915427	UBE3B
chr12	110011358	110011358	MMAB
chr12	110011499	110011499	MVK
chr12	110318293	110318293	GLTP
chr12	110338322	110338322	TCHP
chr12	110434194	110434194	GIT2
chr12	110437234	110437234	ANKRD13A
chr12	110505500	110505500	C12orf76
chr12	110562139	110562139	IFT81
chr12	110719031	110719031	ATP2A2
chr12	110841535	110841535	ANAPC7
chr12	110888216	110888216	ARPC3
chr12	110906089	110906089	GPN3
chr12	110906231	110906231	FAM216A
chr12	110939945	110939945	VPS29
chr12	111021064	111021064	PPTC7
chr12	111051831	111051831	TCTN1
chr12	111180783	111180783	PPP1CC
chr12	111806925	111806925	FAM109A
chr12	111843751	111843751	SH2B3
chr12	112037480	112037480	ATXN2
chr12	112123800	112123800	BRAP
chr12	112123856	112123856	ACAD10
chr12	112204690	112204690	ALDH2
chr12	112280031	112280031	MAPKAPK5
chr12	112280706	112280706	MAPKAPK5-AS1
chr12	112336866	112336866	ADAM1A
chr12	112451023	112451023	TMEM116
chr12	112451151	112451151	ERP29
chr12	112546635	112546635	NAA25
chr12	112563348	112563348	TRAFD1
chr12	112819896	112819896	HECTD4
chr12	112847445	112847445	RPL6
chr12	112856701	112856701	PTPN11
chr12	113587662	113587662	CFAP73
chr12	113623284	113623284	DDX54
chr12	113623330	113623330	RITA1
chr12	113659242	113659242	TPCN1
chr12	113772973	113772973	SLC8B1
chr12	113796370	113796370	PLBD2
chr12	113860194	113860194	SDSL
chr12	114211488	114211488	LINC01234
chr12	114404176	114404176	RBM19
chr12	116714991	116714991	MED13L
chr12	116971226	116971226	LINC00173
chr12	117175875	117175875	C12orf49
chr12	117176095	117176095	RNFT2
chr12	117348760	117348760	FBXW8
chr12	117537251	117537251	TESC
chr12	117537271	117537271	TESC-AS1
chr12	117628300	117628300	FBXO21
chr12	118454465	118454465	RFC5
chr12	118499016	118499016	WSB2
chr12	118541810	118541810	VSIG10
chr12	118573688	118573688	PEBP1
chr12	118810750	118810750	TAOK3
chr12	118814357	118814357	SUDS3
chr12	120105760	120105760	PRKAB1
chr12	120315095	120315095	CIT
chr12	120427647	120427647	BICDL1
chr12	120554643	120554643	RAB35
chr12	120632513	120632513	GCN1
chr12	120639014	120639014	RPLP0
chr12	120639093	120639093	PXN-AS1
chr12	120703574	120703574	PXN
chr12	120740123	120740123	SIRT4
chr12	120875892	120875892	COX6A1
chr12	120884215	120884215	TRIAP1
chr12	120884240	120884240	GATC
chr12	120907558	120907558	SRSF9
chr12	120933749	120933749	NRAV
chr12	120933858	120933858	DYNLL1
chr12	120966964	120966964	COQ5
chr12	120972131	120972131	RNF10
chr12	121019197	121019197	POP5
chr12	121124926	121124926	MLEC
chr12	121148237	121148237	UNC119B
chr12	121163540	121163540	ACADS
chr12	121342155	121342155	SPPL3
chr12	121342497	121342497	XLOC_009911
chr12	121454305	121454305	C12orf43
chr12	121647663	121647663	P2RX4
chr12	121736111	121736111	CAMKK2
chr12	121790265	121790265	ANAPC5
chr12	121837885	121837885	RNF34
chr12	122018920	122018920	KDM2B
chr12	122064454	122064454	ORAI1
chr12	122150657	122150657	TMEM120B
chr12	122231594	122231594	RHOF
chr12	122241390	122241390	LINC01089
chr12	122242637	122242637	SETD1B
chr12	122326636	122326636	PSMD9
chr12	122356462	122356462	WDR66
chr12	122459791	122459791	BCL7A
chr12	122501195	122501195	LOC100506691
chr12	122516633	122516633	MLXIP
chr12	122688227	122688227	B3GNT4
chr12	122710988	122710988	LOC101593348
chr12	122711115	122711115	DIABLO
chr12	122751068	122751068	VPS33A
chr12	122907116	122907116	CLIP1
chr12	122985620	122985620	ZCCHC8
chr12	123011560	123011560	RSRC2
chr12	123011808	123011808	KNTC1
chr12	123237367	123237367	DENR
chr12	123319984	123319984	HIP1R
chr12	123380712	123380712	VPS37B
chr12	123451056	123451056	ABCB9
chr12	123459249	123459249	OGFOD2
chr12	123464606	123464606	ARL6IP4
chr12	123594975	123594975	PITPNM2
chr12	123717785	123717785	MPHOSPH9
chr12	123717843	123717843	C12orf65
chr12	123756687	123756687	CDK2AP1
chr12	123849756	123849756	SBNO1
chr12	123868662	123868662	KMT5A
chr12	123921280	123921280	RILPL2
chr12	123942650	123942650	SNRNP35
chr12	124018265	124018265	RILPL1
chr12	124068874	124068874	LOC101927415
chr12	124069075	124069075	TMED2
chr12	124086623	124086623	DDX55
chr12	124118285	124118285	GTF2H3
chr12	124118323	124118323	EIF2B1
chr12	124155659	124155659	TCTN2
chr12	124196864	124196864	ATP6V0A2
chr12	124457532	124457532	CCDC92
